Steering angle,Throttle,forward speed,yaw rotation
-1,1,4.003022194,-80.23246765
-1,1,4.404548168,-81.17646027
-1,1,4.676796913,-84.28581238
-1,1,4.831226826,-89.51925659
-1,1,4.91804266,-96.50482941
-1,1,4.891083241,-104.7538986
-1,1,4.623285294,-113.434494
-1,1,4.395786762,-122.3304977
-1,1,4.660357952,-130.0409698
-1,1,4.798308372,-133.6394653
-1,1,5.019955158,-133.2591705
-1,1,5.544289589,-130.0623627
-1,0.5,5.894600868,-124.9783401
-1,0.5,6.138149261,-118.3034744
-1,0.5,6.398013115,-110.3436127
-1,0.5,6.667409897,-101.4051819
-1,0.5,7.144577503,-92.17055511
1,0.5,7.840323925,-86.4810791
1,0,8.33551693,-85.62289429
1,0,8.662162781,-88.26465607
-1,0,8.857167244,-93.18321228
-1,0,8.92098999,-99.52196503
-1,0,8.950469971,-106.7121353
-1,0,9.181666374,-114.4793396
-1,0,9.707839012,-120.3028641
-1,0,10.08597565,-121.026741
-1,0,9.832414627,-117.6673126
-1,0,9.657777786,-112.8541794
-1,0,9.726857185,-110.5097809
-1,0,10.04030132,-109.2099915
-1,0,10.10953617,-104.9821167
-1,0,10.18216515,-99.56315613
1,0,10.1803236,-93.64020538
1,0,10.11126518,-88.30246735
1,0,9.960287094,-82.51327515
1,0,10.12395191,-75.2360611
1,0,10.61141968,-69.47991943
1,0,11.0434618,-67.42976379
1,0,11.07881737,-66.79172516
1,0,10.81264305,-67.95148468
1,0,10.7696743,-69.81748962
1,0,10.7722187,-70.25350952
-0.012415859,0,10.67611217,-71.61977386
0.053691972,0,10.41679668,-75.65897369
0.158997893,0,10.02824211,-81.4417572
0.294760466,0,9.531163216,-87.94219971
0.461376131,0,9.007796288,-94.66293335
0.656499445,0,8.422955513,-101.0999069
0.891155005,0.5,8.046022415,-107.7048492
1,0.5,7.850974083,-114.2666016
1,0.5,7.707727909,-121.4204559
1,0.5,7.770596981,-128.6771698
1,0.5,7.716647148,-136.0551453
1,0.5,7.993219852,-143.6864319
1,0,8.562548637,-148.610733
1,0,9.089978218,-151.1158295
1,0,9.391501427,-155.3589478
1,0,9.648343086,-160.3915405
1,0,9.704250336,-165.0808105
-1,0,9.748633385,-169.6727142
1,0,10.16110229,-174.0220337
1,0,10.7144165,-175.5757751
1,0,10.82271099,-176.1776428
1,0,10.72299004,-177.6100616
1,0,10.4665699,178.2918396
-1,0,10.36448956,173.3707428
-1,0,10.25710106,172.8967285
-1,0,10.51558781,176.1411438
1,0,10.98679256,-179.1486053
1,0,11.47899723,-177.6281891
1,0,11.65174389,-177.410614
1,0,11.55691719,-177.3696136
1,0,11.33181,-177.3542328
1,0,11.04777241,-177.3464508
1,0,10.73905945,-177.3434143
1,0,10.42266941,-177.3431854
1,0,10.10708141,-177.3442688
