Time,Steering angle,Throttle,forward speed,yaw angle,acceleration,yaw angular rotation
1200.0,0.0,0.0,-0.5610162660969935,90.01798570543464,0.0,0.022508407319360445
1600.0,0.0,0.0,-0.03422919721365969,89.81491350058275,0.0,-0.05144725246733586
3109.0,0.0,0.0,0.33904180107070164,89.98339085151748,0.04333563901114357,0.06273482897906836
3509.0,0.0,0.0,0.6269865224772017,90.00330734397659,0.008451017216583128,-0.06872143849298164
3909.0,0.0,0.0,-0.015188344403209698,90.14822768484638,0.0005078847741718874,0.09841112497569693
4309.0,0.0,0.0,-0.5625926418416772,90.13715468180988,0.0018633205072856635,-0.05325442832860425
4709.0,0.0,0.0,0.08837585909438675,89.95436593464044,0.0015620457409870488,-0.036025084199382856
5109.0,0.0,0.0,-0.6287929834646083,89.97193875568274,0.0010791375883924214,0.007734070406393564
5509.0,0.0,0.0,-0.5690356905316608,89.9333342494759,0.0007001516626987269,0.12402956567657356
5909.0,0.0,0.0,0.01929415667548383,89.96933180950322,0.0004568725456771661,0.18550500067669817
6309.0,0.0,0.0,-0.6411038754586353,90.01001218071814,0.00027635360547808354,-0.06784642725745192
6709.0,0.0,0.0,0.583966098217925,90.08500994967491,0.0005138203322426734,0.05963581195390654
7109.0,0.0,0.0,0.3321563074240959,89.87895076668383,0.0,-0.09366772409368285
7509.0,0.0,0.0,0.6401471984968433,90.15596711486181,0.0,0.1348096245525088
7909.0,0.0,0.0,0.3369604368255176,89.7978517340946,0.0,0.08206038496238373
8309.0,0.0,0.0,0.9299973964330135,89.9963324275768,0.0,-0.11172469975284403
8709.0,0.0,0.0,0.36325540331250533,90.10671422790678,0.0,-0.09720434752429406
9109.0,0.0,1.0,-0.5806725665804102,89.84619821688278,0.0,0.017811216749786023
9509.0,0.0,1.0,0.16688557352326863,89.91108945087578,0.0,-0.1220662240305056
9909.0,0.0,1.0,0.13553216308415142,90.07863410945525,0.00024378103417690888,-0.055870171446476526
10309.0,0.0,1.0,-0.5149777026265109,90.01557962863579,1.1405165475438395e-05,-0.019520816395233023
10709.0,0.0,1.0,-0.5280022430931426,89.88356647107196,6.931644084795947e-05,-0.11692123409768873
11109.0,0.0,1.0,-0.8054454735436156,90.08855525625415,5.7175333731676504e-05,0.1628875418846991
11509.0,0.0,1.0,-0.3947396336324938,90.07193065771142,4.407683815699589e-05,0.06907095854849252
11909.0,0.0,1.0,-0.46800296626957794,90.12151068075406,6.751333571627894e-07,0.09550700873989837
12309.0,0.0,1.0,0.004340732260661191,90.07702774215679,2.1092735571569252e-05,0.015042391573625163
12709.0,0.0,1.0,-0.8282761633643206,90.01090895383649,1.2037784480839797e-05,0.05491094418828543
13109.0,0.0,1.0,1.1499702388626065,89.97622674168727,1.3829592722039716e-05,-0.09950325592006118
13509.0,0.0,1.0,0.12183791097138019,89.99395281261145,0.5713559983264036,-0.06291860171034187
13909.0,0.0,1.0,2.031448069968508,90.13156725895796,2.634972703954624,0.0350203654759436
14309.0,0.0,1.0,1.4153200423623997,90.20494043796688,1.8991581073975103,-0.014819945175674391
14709.0,0.0,1.0,2.5027705722138514,90.02013004652932,1.5525840516658889,0.027342279215590643
15109.0,0.0,1.0,3.5123108551584683,90.01351455408208,1.3937764987894368,-0.07456764726324774
15509.0,0.0,1.0,2.923870693386437,89.96401072431283,1.3058595263307717,-0.2964210838749144
15909.0,0.0,1.0,4.17865584109598,90.02376147681242,1.2487973744009695,0.049335188404324985
16309.0,0.0,1.0,4.087150013306305,89.94709143438408,1.2072526310970892,-0.10233899351205532
16709.0,0.0,1.0,4.985277616326871,89.93585005727164,1.1773205712751185,0.029438173266168478
17109.0,0.0,1.0,5.803164694255549,89.8939052495222,1.1468806805270568,-0.09419773637747039
17509.0,0.0,1.0,5.759184844611065,89.88005331143573,1.121125504435517,-0.03419915027577787
17909.0,0.0,1.0,6.97553674953449,90.03098010217468,1.0966698713412573,-0.07612837271988487
18309.0,0.0,1.0,7.01830846722316,90.00111554516778,1.0733066192570762,-0.2472429867180549
18709.0,0.0,1.0,7.8771713891504875,90.05622287320679,1.0508001537667035,0.025807461710699794
19109.0,0.0,1.0,8.03369880593593,89.88295397089547,1.0289773063231111,0.057201127102656894
19509.0,0.0,0.0,7.687304953233891,89.97879913515767,1.0092627688458764,-0.08317898034462412
19909.0,0.0,0.0,8.066520941547104,89.9959559485201,0.09989834066803871,-0.015980953806385447
20309.0,0.0,1.0,8.147786441707586,90.07437129136078,0.08908622227562515,0.08104933991268823
20709.0,0.0,1.0,8.549589550222526,89.99925114578517,0.06863264632170762,0.020661500109148766
21109.0,0.0,1.0,8.317464525480386,90.05778447852666,0.05400240333529925,-0.08671594779504793
22309.0,0.0,1.0,9.080463050302708,89.94427505902487,0.664069231396413,-0.21168613619014326
22709.0,0.0,1.0,8.868418093802985,90.0778899977209,0.06551432387156586,-0.065189381521967
