Time,Steering angle,Throttle,forward speed,yaw angle,acceleration,yaw angular rotation
800.0,0.0,0.0,-0.022447523084039796,-90.07157781429501,1.4274940119048808e-09,-0.05282617816965867
1200.0,0.0,0.0,-0.34021903237274403,-89.97772536761966,1.4260673753182178e-09,0.09975138105047598
1600.0,0.0,0.0,-0.007656989024590433,-89.98802499125584,1.4246417379322772e-09,-0.04982711924137093
2000.0,0.0,0.0,-0.5286492208519267,-90.12693083104692,1.4232170997470586e-09,0.13730287588974174
2400.0,0.0,0.0,0.2644995352274701,-90.04569872961655,6.438646960494663e-05,-0.019358170318978404
2800.0,0.0,0.0,0.6537379827337263,-89.9174891082303,0.04476217124075759,0.007367420139544881
3200.0,0.0,0.0,-1.4051802208550401,-89.9932899005061,0.04333368321821374,-0.09554523609969581
3600.0,0.0,0.0,-0.4304961665186413,-90.01746476010696,0.008455435425295258,-0.053708224714520594
4000.0,0.0,0.0,0.4257532220924377,-89.92300582919869,0.0005088533480261462,0.004760842109539474
4400.0,0.0,0.0,-0.5568682510526042,-89.98510584764104,0.0018643230737130164,-0.08499859430913659
4800.0,0.0,0.0,-0.2877705804327551,-90.00877776274795,0.001555626720751184,0.2609420002043016
5200.0,0.0,0.0,0.9011279925591831,-89.99934104563499,0.0010858271636291891,0.04859553294950352
5600.0,0.0,0.0,-0.33071810179774375,-89.8808248741456,0.0007009001549395888,0.05273172959651639
6000.0,0.0,0.0,0.8864765666913241,-90.05622000948337,0.0004571677456717128,0.17150938316817912
6400.0,0.0,0.0,0.8002242868341433,-89.94422378875393,0.00027624726007724297,-0.1553498959190363
6800.0,0.0,0.0,-0.12517339657657886,-89.82316075277372,0.0005136439630312795,0.07961457524515672
7200.0,0.0,0.0,0.27841544779167376,-90.00354400628068,0.0,0.07335427179281702
7600.0,0.0,0.0,0.04715316255281404,-89.95290817614253,0.0,-0.019250021908201048
8000.0,0.0,1.0,-0.42819218399861186,-90.1707955124702,0.0,-0.097142287767477
8400.0,0.0,1.0,-0.3851030980329198,-89.80671261031124,0.0,-0.04679837064533726
8800.0,0.0,1.0,0.2471847282020608,-89.95619984192533,0.00023864842813504008,-0.051180617964239616
9200.0,0.0,1.0,-0.6426565098223165,-90.039904152851,3.5494172100344427e-06,-0.12080424543410138
9600.0,0.0,1.0,-0.6339477134966116,-89.92227504099439,7.501375577610874e-05,0.020692719118837903
10000.0,0.0,1.0,-0.5833570797614922,-89.91759382738223,5.671658823876941e-05,-0.14972872280539481
10400.0,0.0,1.0,0.0346791026140073,-90.05615614600485,4.111211098141143e-05,-0.08061725020868096
10800.0,0.0,1.0,0.06403245401470063,-90.23162468782559,5.171034484294468e-06,-0.000628763955562934
11200.0,0.0,1.0,-0.6661607274149443,-90.13466968737814,1.4074481460221029e-05,0.06168699468325724
11600.0,0.0,1.0,0.09204900880001901,-90.07092482864542,1.8812917925616097e-05,0.007081226562284006
12000.0,0.0,1.0,0.3316594092510897,-90.10057902822899,9.780835174738705e-06,0.13545050095269837
12400.0,0.0,1.0,-0.1502453560257736,-90.09714701630709,0.5713587995367971,-0.12252464852254413
12800.0,0.0,1.0,1.6428694117700162,-90.07630216404088,2.6349862840551803,-0.11965951190339041
13200.0,0.0,1.0,1.8264273289946271,-89.97707320662613,1.8991627904221915,0.10224624256652111
13600.0,0.0,1.0,2.6817989168104446,-90.08829706775639,1.552575445517096,0.09292101700676386
14000.0,0.0,1.0,2.6710469921978506,-90.06249730041593,1.3937719626208551,0.11342623960151761
14400.0,0.0,1.0,3.8250113017437024,-90.00789834045543,1.3058534622703688,-0.08611945235801818
14800.0,0.0,1.0,4.113565139298292,-89.87457991371794,1.2487927202447944,0.13091261060147824
15200.0,0.0,1.0,5.464654014277776,-90.23580488499114,1.2072564263464511,0.2072271666607442
