Steering angle,Throttle,forward speed,yaw rotation
-7.967267447384074e-05,1.0,5.687567083967338e-10,90.00007629394531
-7.967267447384074e-05,1.0,1.1369449826048594e-09,90.00007629394531
-7.967267447384074e-05,1.0,1.7045652667135869e-09,90.00007629394531
-7.563999679405242e-05,1.0,0.0027838246896862984,89.99979400634766
-7.803781045367941e-05,1.0,0.00258067948743701,89.99995422363281
-7.934570021461695e-05,1.0,0.0018353521591052413,90.00005340576172
-8.021763642318547e-05,1.0,0.0012105341302230954,90.00011444091797
-7.999964873306453e-05,1.0,0.0007788793300278485,90.00009155273438
-8.054461068240926e-05,1.0,0.000498818582855165,90.00013732910156
-8.054461068240926e-05,1.0,0.00031606960692442954,90.00013732910156
-8.054461068240926e-05,1.0,0.00020552815112750977,90.00013732910156
-8.054461068240926e-05,1.0,0.0,90.00013732910156
-8.054461068240926e-05,1.0,0.0,90.00013732910156
-8.054461068240926e-05,1.0,0.0,90.00013732910156
-8.054461068240926e-05,1.0,0.0,90.00013732910156
-8.054461068240926e-05,1.0,0.0,90.00013732910156
-8.054461068240926e-05,1.0,9.751242032507434e-05,90.00013732910156
-8.054461068240926e-05,1.0,9.295035852119327e-05,90.00013732910156
-8.054461068240926e-05,1.0,6.522377952933311e-05,90.00013732910156
-8.054461068240926e-05,1.0,4.2353647586423904e-05,90.00013732910156
-8.054461068240926e-05,1.0,2.4722907255636528e-05,90.00013732910156
-8.054461068240926e-05,1.0,2.4992959879455157e-05,90.00013732910156
-8.054461068240926e-05,1.0,1.6555866750422865e-05,90.00013732910156
-8.054461068240926e-05,1.0,1.1740751688193996e-05,90.00013732910156
-8.054461068240926e-05,1.0,6.208913873706479e-06,90.00013732910156
-7.934570021461695e-05,1.0,0.22854861617088318,90.00005340576172
-9.634835441829637e-05,1.0,1.2825268507003784,90.0012435913086
-0.00011171613732585683,1.0,2.042114496231079,90.0023193359375
-0.00012544904893729836,1.0,2.6631112098693848,90.0032730102539
-0.00013841901090927422,1.0,3.2206172943115234,90.00418090820312
-0.00015236990293487906,1.0,3.7429606914520264,90.00515747070312
-0.00016686576418578625,1.0,4.242475986480713,90.00617980957031
-0.00018234252638649195,1.0,4.725371360778809,90.00725555419922
-0.00019792829698417336,1.0,5.1962890625,90.00835418701172
-0.0002144949830835685,0.5,5.655032634735107,90.00951385498047
-0.00023171561770141125,0.5,6.103476047515869,90.01071166992188
-0.0002491542254574597,0.5,6.542136192321777,90.0119400024414
-0.0002677917364053428,0.5,6.971449851989746,90.01324462890625
-0.00028708321042358875,0.5,7.391763210296631,90.01459503173828
-0.00030648367828689516,0.5,7.803347110748291,90.01595306396484
-0.0003266470739617944,0.5,8.207043647766113,90.0173568725586
-0.00033166067441925406,0.5,8.180798530578613,90.01771545410156
-0.000331878662109375,0.5,8.163102149963379,90.01773071289062
-0.00033242363133467734,0.5,8.146828651428223,90.01776123046875
-0.000331878662109375,0.5,8.13115119934082,90.01773071289062
-0.00033166067441925406,0.5,8.115819931030273,90.01771545410156
-0.00035847254912368953,0.0,8.919629096984863,90.01959228515625
-0.00040185110992752016,0.0,9.626843452453613,90.02262878417969
-0.00044577461085282266,0.0,10.259556770324707,90.02569580078125
-0.00048664637142792344,0.0,10.8333740234375,90.028564453125
-0.0005246843793429434,0.0,11.361659049987793,90.0312271118164
-0.0005605425103567541,0.0,11.855291366577148,90.03372955322266
-0.0005955287488177419,0.0,12.322629928588867,90.03618621826172
-0.0006296430365182459,0.0,12.769837379455566,90.03857421875
-0.0006635393365286291,0.0,13.201376914978027,90.04094696044922
0.000560760498046875,0.0,13.62041187286377,90.04330444335938
0.0006432669470086694,0.0,14.029218673706055,90.0456314086914
0.02556980587542057,0.0,14.313849449157715,88.70034790039062
0.11024671047925949,0.0,14.439167976379395,84.69670867919922
0.2810530662536621,0.0,14.416959762573242,78.98550415039062
0.6937575340270996,0.0,14.221110343933105,72.49105072021484
1.0,0.0,13.704229354858398,65.99650573730469
1.0,0.0,13.119500160217285,59.92997360229492
1.0,0.0,12.628623962402344,54.30475997924805
-1.0,0.0,12.448700904846191,50.02415084838867
-1.0,0.0,12.381939888000488,47.83474349975586
-1.0,0.0,12.646075248718262,46.92539978027344
-1.0,0.0,12.683239936828613,46.66130447387695
-1.0,0.0,12.446343421936035,45.32437515258789
-1.0,0.0,11.980063438415527,41.42804718017578
-1.0,0.0,11.387264251708984,35.99240493774414
-1.0,0.0,10.67976188659668,29.089431762695312
-1.0,0.0,10.020825386047363,22.780231475830078
-1.0,0.0,9.328922271728516,16.470230102539062
-1.0,0.0,8.663069725036621,10.149786949157715
-1.0,0.0,7.055224895477295,3.221309185028076
-1.0,0.5,6.326549053192139,-4.64889669418335
-1.0,0.5,5.66630744934082,-12.249775886535645
-1.0,1.0,5.0868024826049805,-18.859350204467773
-1.0,1.0,4.993941307067871,-22.54924201965332
-1.0,1.0,5.054930210113525,-23.092327117919922
-1.0,1.0,5.080078125,-23.076791763305664
-1.0,1.0,4.96378755569458,-21.92753791809082
-1.0,1.0,4.783483982086182,-18.65241050720215
-1.0,1.0,4.460825443267822,-13.477375030517578
-1.0,1.0,4.526383876800537,-8.069650650024414
-1.0,1.0,4.569068431854248,-6.194615840911865
-1.0,1.0,4.811275482177734,-6.089420318603516
-1.0,1.0,5.176552772521973,-6.093570232391357
-1.0,1.0,5.518185138702393,-7.225836753845215
-1.0,0.5,5.752874851226807,-10.767806053161621
-1.0,0.5,5.905065059661865,-16.43031120300293
-1.0,0.5,6.424164772033691,-22.91700553894043
-1.0,0.5,6.981762409210205,-25.482524871826172
-1.0,0.5,7.395565509796143,-24.708778381347656
-1.0,0.5,7.635696887969971,-21.242361068725586
-1.0,0.5,7.797710418701172,-16.015853881835938
-1.0,0.5,7.87051248550415,-9.13361644744873
-1.0,0.5,8.184494018554688,-1.1162110567092896
-1.0,0.0,8.752272605895996,4.46768856048584
-1.0,0.0,9.28855037689209,5.978896617889404
-1.0,0.0,9.696329116821289,5.011499881744385
-1.0,0.0,9.927560806274414,1.2370649576187134
-1.0,0.0,10.038440704345703,-4.420106887817383
-1.0,0.0,10.02871036529541,-11.148635864257812
-1.0,0.0,9.88095760345459,-18.3990535736084
-1.0,0.0,9.53373908996582,-25.787181854248047
-1.0,0.0,9.481514930725098,-31.148235321044922
-1.0,0.0,9.292032241821289,-30.632949829101562
-1.0,0.0,9.261236190795898,-28.02483367919922
-1.0,0.0,9.468978881835938,-27.469287872314453
-1.0,0.0,9.774834632873535,-26.08796501159668
-1.0,0.0,9.815958976745605,-22.204021453857422
-1.0,0.0,9.797945022583008,-16.47456169128418
-1.0,0.0,9.956482887268066,-9.670148849487305
-1.0,0.0,10.362112998962402,-5.390659332275391
-1.0,0.0,10.690438270568848,-2.970580816268921
-1.0,0.0,10.861959457397461,1.0784447193145752
1.0,0.0,11.202990531921387,6.000089645385742
1.0,0.0,11.633370399475098,7.937955856323242
1.0,0.0,11.952811241149902,9.668042182922363
1.0,0.0,12.116127967834473,13.559789657592773
1.0,0.0,12.43093490600586,18.581401824951172
1.0,0.0,12.720123291015625,19.68457794189453
1.0,0.0,12.895012855529785,16.386606216430664
1.0,0.0,12.9405517578125,10.6852388381958
-1.0,0.0,13.038689613342285,3.9170615673065186
-1.0,0.0,13.386427879333496,-1.125304937362671
-1.0,0.0,13.72683334350586,-3.1348276138305664
-1.0,0.0,13.7427978515625,-4.091492652893066
-1.0,0.0,13.633392333984375,-2.661560297012329
-1.0,0.0,13.35838508605957,1.6723549365997314
1.0,0.0,13.198695182800293,7.104458332061768
1.0,0.0,12.950197219848633,9.627320289611816
1.0,0.0,12.772125244140625,10.494571685791016
1.0,0.0,12.427760124206543,9.267681121826172
-1.0,0.0,11.854982376098633,4.960049152374268
-1.0,0.0,11.14382553100586,-0.8903502821922302
-1.0,0.0,10.369489669799805,-7.027227878570557
-1.0,0.0,9.58565616607666,-12.901202201843262
-1.0,0.0,8.90838623046875,-18.46903419494629
-1.0,0.0,8.508795738220215,-22.85853385925293
-1.0,0.5,8.06344985961914,-24.01578712463379
-1.0,0.5,7.644789218902588,-24.201059341430664
-1.0,0.5,7.257176876068115,-24.22681427001953
-1.0,0.5,6.880613327026367,-22.984905242919922
-1.0,0.5,6.598234176635742,-19.221315383911133
-1.0,0.5,6.468441009521484,-13.462818145751953
-1.0,0.5,6.202247142791748,-6.436131477355957
-1.0,0.5,5.789102077484131,1.1051628589630127
1.0,1.0,5.401566505432129,9.108315467834473
1.0,1.0,5.088695049285889,17.369922637939453
1.0,1.0,5.17364501953125,25.00596809387207
1.0,1.0,5.171735763549805,28.674198150634766
1.0,1.0,4.978539943695068,28.36623764038086
1.0,1.0,4.944083213806152,25.37986946105957
1.0,1.0,4.862322807312012,20.283485412597656
1.0,1.0,4.503955364227295,13.813926696777344
1.0,1.0,4.012334823608398,6.646361351013184
-1.0,1.0,3.5102665424346924,-0.884063720703125
-1.0,1.0,3.4970946311950684,-7.251166820526123
-1.0,1.0,3.3162946701049805,-9.744976997375488
-1.0,1.0,2.9330406188964844,-9.228923797607422
-1.0,1.0,2.5061161518096924,-7.146246433258057
-1.0,1.0,2.0674831867218018,-4.025635242462158
-1.0,1.0,1.6251070499420166,-0.0901489108800888
-1.0,1.0,1.6785738468170166,3.0879757404327393
1.0,1.0,1.5937316417694092,3.9968178272247314
1.0,1.0,1.4323959350585938,3.997673273086548
1.0,1.0,1.2846860885620117,3.996109962463379
1.0,1.0,1.1506974697113037,3.9960365295410156
