Time,Steering angle,Throttle,forward speed,yaw angle,acceleration,yaw angular rotation
1200.0,0.0,0.0,1.1369449826048594e-09,90.00007629394531,0,0
1600.0,0.0,0.0,1.7045652667135869e-09,90.00007629394531,0,0
3109.0,0.0,0.0,-0.0005965823074802756,89.99971008300781,0.04333563901114357,0
3509.0,0.0,0.0,0.0027838246896862984,89.99979400634766,0.008451017216583128,0
3909.0,0.0,0.0,0.002580679254606366,89.99995422363281,0.0005078847741718874,0
4309.0,0.0,0.0,0.0018353521591052413,90.00005340576172,0.0018633205072856635,0
4709.0,0.0,0.0,0.0012105341302230954,90.00011444091797,0.0015620457409870488,0
5109.0,0.0,0.0,0.0007788793300278485,90.00009155273438,0.0010791375883924214,0
5509.0,0.0,0.0,0.000498818582855165,90.00013732910156,0.0007001516626987269,0
5909.0,0.0,0.0,0.00031606960692442954,90.00013732910156,0.0004568725456771661,0
6309.0,0.0,0.0,0.00020552815112750977,90.00013732910156,0.00027635360547808354,0
6709.0,0.0,0.0,0.0,90.00013732910156,0.0005138203322426734,0
7109.0,0.0,0.0,0.0,90.00013732910156,0,0
7509.0,0.0,0.0,0.0,90.00013732910156,0,0
7909.0,0.0,0.0,0.0,90.00013732910156,0,0
8309.0,0.0,0.0,0.0,90.00013732910156,0,0
8709.0,0.0,0.0,0.0,90.00013732910156,0,0
9109.0,0.0,1.0,0.0,90.00013732910156,0,0
9509.0,0.0,1.0,0.0,90.00013732910156,0,0
9909.0,0.0,1.0,9.751242032507434e-05,90.00013732910156,0.00024378103417690888,0
10309.0,0.0,1.0,9.295035852119327e-05,90.00013732910156,1.1405165475438395e-05,0
10709.0,0.0,1.0,6.522377952933311e-05,90.00013732910156,6.931644084795947e-05,0
11109.0,0.0,1.0,4.23536439484451e-05,90.00013732910156,5.7175333731676504e-05,0
11509.0,0.0,1.0,2.4722907255636528e-05,90.00013732910156,4.407683815699589e-05,0
11909.0,0.0,1.0,2.4992959879455157e-05,90.00013732910156,6.751333571627894e-07,0
12309.0,0.0,1.0,1.655586493143346e-05,90.00013732910156,2.1092735571569252e-05,0
12709.0,0.0,1.0,1.1740751688193996e-05,90.00013732910156,1.2037784480839797e-05,0
13109.0,0.0,1.0,6.208913873706479e-06,90.00013732910156,1.3829592722039716e-05,0
13509.0,0.0,1.0,0.22854861617088318,90.00005340576172,0.5713559983264036,0
13909.0,0.0,1.0,1.2825268507003784,90.0012435913086,2.634972703954624,0
14309.0,0.0,1.0,2.042114496231079,90.0023193359375,1.8991581073975103,0
14709.0,0.0,1.0,2.6631112098693848,90.0032730102539,1.5525840516658889,0
15109.0,0.0,1.0,3.2206172943115234,90.00418090820312,1.3937764987894368,0
15509.0,0.0,1.0,3.7429606914520264,90.00515747070312,1.3058595263307717,0
15909.0,0.0,1.0,4.242475509643555,90.00617980957031,1.2487973744009695,0
16309.0,0.0,1.0,4.725369930267334,90.00725555419922,1.2072526310970892,0
16709.0,0.0,1.0,5.196289539337158,90.00834655761719,1.1773205712751185,0
17109.0,0.0,1.0,5.655033588409424,90.00947570800781,1.1468806805270568,0
17509.0,0.0,1.0,6.1034746170043945,90.01070404052734,1.121125504435517,0
17909.0,0.0,1.0,6.542136192321777,90.0119400024414,1.0966698713412573,0
18309.0,0.0,1.0,6.971449851989746,90.01324462890625,1.0733066192570762,0
18709.0,0.0,1.0,7.391762733459473,90.0145492553711,1.0508001537667035,0
19109.0,0.0,1.0,7.803345203399658,90.01592254638672,1.0289773063231111,0
19509.0,0.0,0.0,8.207042694091797,90.01734161376953,1.0092627688458764,0
19909.0,0.0,0.0,8.180798530578613,90.0177001953125,0.09989834066803871,0
20309.0,0.0,1.0,8.163101196289062,90.01771545410156,0.08908622227562515,0
20709.0,0.0,1.0,8.14682674407959,90.0177230834961,0.06863264632170762,0
21109.0,0.0,1.0,8.13115119934082,90.0177230834961,0.05400240333529925,0
22309.0,0.0,1.0,9.074067115783691,90.02104187011719,0.664069231396413,0
22709.0,0.0,1.0,9.055805206298828,90.02139282226562,0.06551432387156586,0
23109.0,0.0,1.0,9.10418701171875,90.02149963378906,0.1295866063261545,0
23509.0,0.0,0.0,9.3204345703125,90.02210998535156,0.5406393068412662,0
23909.0,0.0,0.0,9.628817558288574,90.02313995361328,0.7717841998886825,0
24309.0,1.0,0.0,9.916829109191895,90.02439880371094,0.7208255231290197,0
24709.0,1.0,0.0,9.91080093383789,90.02491760253906,0.03907491198422871,0
25109.0,0.0,0.0,9.689884185791016,90.02445983886719,0.5603647334916124,0
25909.0,1.0,0.0,8.9959077835083,90.02214813232422,0.9303925579577365,0
26309.0,1.0,0.0,8.607304573059082,90.02075958251953,0.9735001933930391,0
26709.0,1.0,0.0,8.162405014038086,91.31057739257812,1.2091227105452447,3.224544525146496
27109.0,1.0,0.0,7.60076379776001,95.15860748291016,1.9293587654211575,9.620075225830027
27509.0,1.0,0.0,6.954932689666748,100.70137023925781,2.387224835828814,13.85690689086919
27909.0,1.0,0.0,6.466884136199951,107.21137237548828,2.261339315147679,16.27500534057623
28309.0,1.0,0.0,6.056829929351807,114.15918731689453,2.1555317099688542,17.369537353515533
28709.0,1.0,0.0,5.552037239074707,121.81970977783203,2.312696616312301,19.151306152343818
29109.0,1.0,0.0,5.155515193939209,130.33944702148438,2.2228362470899814,21.299343109130746
29509.0,1.0,0.0,4.828496932983398,138.97825622558594,2.0745060609629147,21.597023010253984
29909.0,1.0,0.0,4.115228176116943,147.06983947753906,2.3773656186983447,20.228958129882884
