Steering angle,Throttle,forward speed,yaw rotation
-0.00015578644524794072,1.0,-1.3128621800806428e-10,-9.1552734375e-05
-0.00015578644524794072,1.0,-2.624412354101935e-10,-9.1552734375e-05
-0.00015578644524794072,1.0,-3.9346512159532665e-10,-9.1552734375e-05
-0.00015535048441961408,1.0,-0.017930684611201286,-0.00012207029067212716
-0.00015099083248060197,1.0,-0.0005971028003841639,-0.00042724606464616954
-0.00015229872951749712,1.0,0.0027826784644275904,-0.0003356933011673391
-0.00015447854821104556,1.0,0.002581474371254444,-0.00018310546875
-0.00015578644524794072,1.0,0.0018356982618570328,-9.1552734375e-05
-0.00015665838145650923,1.0,0.0012135005090385675,-3.0517576306010596e-05
-0.00015665838145650923,1.0,0.0007790852687321603,-3.0517569030052982e-05
-0.00015709434228483588,1.0,0.0004989245207980275,0.0
-0.00015709434228483588,1.0,0.00031635657069273293,0.0
-0.00015709434228483588,1.0,0.00020324860815890133,0.0
-0.00015709434228483588,1.0,7.302864105440676e-05,0.0
-0.00015709434228483588,1.0,8.449082815786824e-05,0.0
-0.00015709434228483588,1.0,6.8308538175188e-05,0.0
-0.00015709434228483588,1.0,4.5153650717111304e-05,0.0
-0.00015709434228483588,1.0,1.027316648105625e-05,0.0
-0.00015709434228483588,1.0,2.037842023128178e-05,0.0
-0.00015709434228483588,1.0,1.615599830984138e-05,0.0
-0.00015709434228483588,1.0,1.2410445378918666e-05,0.0
-0.00015709434228483588,1.0,0.0,0.0
-0.00015709434228483588,1.0,4.357038051239215e-06,0.0
-0.00016528379637748003,1.0,1.0287327766418457,0.0005732619320042431
-0.00018982612527906895,1.0,1.9849892854690552,0.00229122512973845
-0.0002114960370818153,1.0,2.7651968002319336,0.003808117937296629
-0.00022943445947021246,1.0,3.422623634338379,0.005063806660473347
-0.0002463292912580073,1.0,4.0034637451171875,0.006246444769203663
-0.00026300863828510046,1.0,4.536258220672607,0.007413999177515507
-0.0002798627829179168,1.0,5.037269115447998,0.008593790233135223
-0.0002968792978208512,1.0,5.518008232116699,0.009784946218132973
-0.0003143522480968386,0.5,5.980227470397949,0.011008050292730331
