Time,Steering angle,Throttle,forward speed,yaw rotation,acceleration
800.0,0.0,0.0,3.758074038594239e-13,179.9996337890625,0
1200.0,0.0,0.0,7.512392400862988e-13,179.9996337890625,0
1600.0,0.0,0.0,1.1262958881513851e-12,179.9996337890625,0
2747.0,0.0,0.0,-0.017930710688233376,179.99957275390625,0.04476075935689084
3147.0,0.0,0.0,-0.0005971234641037881,179.999267578125,0.0433339626156033
3547.0,0.0,0.0,0.002782753435894847,179.99937438964844,0.008449689147897555
3947.0,0.0,0.0,0.002581546315923333,179.99949645996094,0.0005030361886309055
4347.0,0.0,0.0,0.001835718983784318,179.9996337890625,0.0018645710351507683
4747.0,0.0,0.0,0.0012134731514379382,179.99964904785156,0.0015556158929855457
5147.0,0.0,0.0,0.0007791107636876404,179.99966430664062,0.0010859059761852356
5547.0,0.0,0.0,0.0004990427987650037,179.9997100830078,0.0007001692997152761
5947.0,0.0,0.0,0.0003191335126757622,179.9997100830078,0.0004497732776760829
6347.0,0.0,0.0,0.00020323082571849227,179.9997100830078,0.0002897567343387443
6747.0,0.0,0.0,0.0,179.9997100830078,0.0005080770404933702
7147.0,0.0,0.0,0.0,179.9997100830078,0
7547.0,0.0,0.0,0.0,179.9997100830078,0
7947.0,0.0,0.0,0.0,179.9997100830078,0
8347.0,0.0,0.0,0.0,179.9997100830078,0
8747.0,0.0,1.0,0.0,179.9997100830078,0
9147.0,0.0,1.0,0.0,179.9997100830078,0
9547.0,0.0,1.0,9.536134894005954e-05,179.9997100830078,0.00023840337388529803
9947.0,0.0,1.0,9.157317253993824e-05,179.9997100830078,9.470435905337444e-06
10347.0,0.0,1.0,6.427143671317026e-05,179.9997100830078,6.825434021470598e-05
10747.0,0.0,1.0,4.153866393608041e-05,179.9997100830078,5.683194854784729e-05
11147.0,0.0,1.0,2.485641380189918e-05,179.9997100830078,4.170562175912059e-05
11547.0,0.0,1.0,2.2742231521988288e-05,179.9997100830078,5.285459375619833e-06
11947.0,0.0,1.0,1.7060989193851128e-05,179.9997100830078,1.4203105838942287e-05
12347.0,0.0,1.0,1.2144441825512331e-05,179.9997100830078,1.229136797509526e-05
12747.0,0.0,1.0,5.672656698152423e-06,179.9997100830078,1.6179461459809616e-05
13147.0,0.0,1.0,0.22854073345661163,179.9996337890625,0.5713376994901268
13547.0,0.0,1.0,1.2825305461883545,-179.99916076660156,2.6350020225997697
13947.0,0.0,1.0,2.0421149730682373,-179.99806213378906,1.8991496650234903
14347.0,0.0,1.0,2.663114070892334,-179.9971466064453,1.5525889379658722
14747.0,0.0,1.0,3.2206170558929443,-179.99623107910156,1.3937704164585536
15147.0,0.0,1.0,3.7429606914520264,-179.9952392578125,1.3058595035465355
15547.0,0.0,1.0,4.242473125457764,-179.99424743652344,1.2487920434837767
15947.0,0.0,1.0,4.725367546081543,-179.9931640625,1.2072525923894455
16347.0,0.0,1.0,5.196284770965576,-179.9920654296875,1.1773136713762198
16747.0,0.0,1.0,5.655029773712158,-179.9908905029297,1.1468867621781416
17147.0,0.0,1.0,6.103470325469971,-179.98971557617188,1.121116434816641
17547.0,0.0,1.0,6.542134761810303,-179.98846435546875,1.0966835565885533
17947.0,0.0,1.0,6.971446990966797,-179.9871826171875,1.0733021026272638
18347.0,0.0,1.0,7.391758918762207,-179.98585510253906,1.0507939294121935
18747.0,0.0,1.0,7.803340911865234,-179.9844970703125,1.0289788696160231
19147.0,0.0,1.0,8.207036972045898,-179.98306274414062,1.009252011323279
19547.0,0.0,1.0,8.180791854858398,-179.98268127441406,0.09989847748837709
19947.0,0.0,1.0,8.163095474243164,-179.98268127441406,0.08908038326733021
20347.0,0.0,1.0,8.146821022033691,-179.98268127441406,0.06863940567972578
20747.0,0.0,1.0,8.131144523620605,-179.98268127441406,0.054001813182822545
21147.0,0.0,1.0,8.115813255310059,-179.9827117919922,0.045560838065719526
21547.0,0.0,1.0,8.919626235961914,-179.98086547851562,2.013147621412079
21947.0,0.0,1.0,9.626838684082031,-179.97784423828125,1.773275858852405
22347.0,0.0,1.0,10.25954818725586,-179.9747314453125,1.5840182803480904
22747.0,0.0,1.0,10.833369255065918,-179.9718780517578,1.4351386142379126
23147.0,0.0,1.0,11.361651420593262,-179.96923828125,1.3207581147169982
23547.0,0.0,1.0,11.855286598205566,-179.96670532226562,1.234098596707864
23947.0,0.0,1.0,12.322624206542969,-179.9642791748047,1.168427008799656
24347.0,0.0,1.0,12.7698335647583,-179.9618682861328,1.1181686744750274
24747.0,0.0,1.0,13.201375007629395,-179.9595184326172,1.0790150129898015
25147.0,0.0,1.0,13.62041187286377,-179.9571533203125,1.0477591180622312
